title,is_productive
Why should you read “Moby Dick”? - Sascha Morrell,yes
How do ventilators work? - Alex Gendler,yes
Can you solve the world’s most evil wizard riddle? - Dan Finkel,yes
How do you know if you have a virus? - Cella Wright,yes
What is a coronavirus? - Elizabeth Cox,yes
A day in the life of an Aztec midwife - Kay Read,yes
TED invites the class of 2020 to give a TED Talk,yes
"What causes opioid addiction, and why is it so tough to combat? - Mike Davis",yes
Which is better: Soap or hand sanitizer? - Alex Rosenthal and Pall Thordarson,yes
What really happened during the Salem Witch Trials - Brian A. Pavlac,yes
This sea creature breathes through its butt - Cella Wright,yes
The electrifying speeches of Sojourner Truth - Daina Ramey Berry,yes
The dark history of IQ tests - Stefan C. Dombrowski,yes
What happens if you cut down all of a city's trees? - Stefan Al,yes
The wildly complex anatomy of a sneaker - Angel Chang,yes
Introducing Earth School,yes
What’s the point(e) of ballet? - Ming Luke,yes
"The Gauntlet | Think Like A Coder, Ep 8",yes
The bug that poops candy - George Zaidan,yes
The hidden life of Rosa Parks - Riché D. Richardson,yes
How does alcohol make you drunk? - Judy Grisel,yes
How Sun Wukong escaped the underworld - Shunan Teng,yes
The art forger who tricked the Nazis - Noah Charney,yes
Can you solve the sea monster riddle? - Dan Finkel,yes
History vs. Sigmund Freud - Todd Dufresne,yes
How the world's longest underwater tunnel was built - Alex Gendler,yes
What is schizophrenia? - Anees Bahji,yes
Why isn’t the Netherlands underwater? - Stefan Al,yes
The princess exiled from ancient Mesopotamia - Soraya Field Fiorio,yes
The imaginary king who changed the real world - Matteo Salvadore,yes
How one scientist took on the chemical industry - Mark Lytle,yes
How can we solve the antibiotic resistance crisis? - Gerry Wright,yes
The tale of the doctor who defied Death - Iseult Gillespie,yes
The meaning of life according to Simone de Beauvoir - Iseult Gillespie,yes
"What’s a squillo, and why do opera singers need it? - Ming Luke",yes
NASA’s first software engineer: Margaret Hamilton - Matt Porter & Margaret Hamilton,yes
Can you solve the death race riddle? - Alex Gendler,yes
The Egyptian myth of Isis and the seven scorpions - Alex Gendler,yes
"The Tower of Epiphany | Think Like A Coder, Ep 7",yes
How good are you at calculating risk? - Gerd Gigerenzer,yes
"Vultures: The acid-puking, plague-busting heroes of the ecosystem - Kenny Coogan",yes
The secret messages of Viking runestones - Jesse Byock,yes
What happens if you're injected with the wrong blood type? - Bill Schutt,yes
"The legend of Annapurna, Hindu goddess of nourishment - Antara Raychaudhuri & Iseult Gillespie",yes
One of the most epic engineering feats in history - Alex Gendler,yes
The accident that changed the world - Allison Ramsey and Mary Staicu,yes
Everything changed when the fire crystal got stolen - Alex Gendler,yes
Do politics make us irrational? - Jay Van Bavel,yes
"The life, legacy & assassination of an African revolutionary - Lisa Janae Bacon",yes
"The Chasm | Think Like A Coder, Ep 6",yes
Licking bees and pulping trees: The reign of a wasp queen - Kenny Coogan,yes
How bones make blood - Melody Smith,yes
Why is cotton in everything? - Michael R. Stiff,yes
What's so special about Viking ships? - Jan Bill,yes
"Mating frenzies, sperm hoards, and brood raids: The life of a fire ant queen - Walter R. Tschinkel",yes
The ballet that incited a riot - Iseult Gillespie,yes
"The Artists | Think Like A Coder, Ep 5",yes
Can you solve the dragon jousting riddle? - Alex Gendler,yes
The mysterious life and death of Rasputin - Eden Girma,yes
Could a breathalyzer detect cancer? - Julian Burschka,yes
Master the art of public speaking with TED Masterclass,yes
A brief history of alcohol - Rod Phillips,yes
The philosophy of cynicism - William D. Desmond,yes
Why should you read “Dune” by Frank Herbert? - Dan Kwartler,yes
Why should you read “The Joy Luck Club” by Amy Tan? - Sheila Marie Orfano,yes
Why should you read “Lord of the Flies” by William Golding? - Jill Dash,yes
Hacking bacteria to fight cancer - Tal Danino,yes
"The Train Heist | Think Like A Coder, Ep 4",yes
How does chemotherapy work? - Hyunsoo Joshua No,yes
Why doesn’t the Leaning Tower of Pisa fall over? - Alex Gendler,yes
Is marijuana bad for your brain? - Anees Bahji,yes
The history of the world according to corn - Chris A. Kniesly,yes
Can you outsmart this logical fallacy? - Alex Gendler,yes
"History's ""worst"" nun - Theresa A. Yugar",yes
How does laser eye surgery work? - Dan Reinstein,yes
"The Furnace Bots | Think Like A Coder, Ep 3",yes
The myth of Loki and the master builder - Alex Gendler,yes
The dangers of mixing drugs - Céline Valéry,yes
Why do humans have a third eyelid? - Dorsa Amir,yes
Why haven’t we cured arthritis? - Kaitlyn Sadtler and Heather J. Faust,yes
Game theory challenge: Can you predict human behavior? - Lucas Husted,yes
The Taino myth of the cursed creator - Bill Keegan,yes
Are the illuminati real? - Chip Berlet,yes
Claws vs. nails - Matthew Borths,yes
How close are we to uploading our minds? - Michael S.A. Graziano,yes
Let’s plant 20 million trees together! #TeamTrees,yes
"The Greek myth of Talos, the first robot - Adrienne Mayor",yes
Hawking's black hole paradox explained - Fabio Pacucci,yes
The Maya myth of the morning star,yes
How to 3D print human tissue - Taneka Jones,yes
What causes an economic recession? - Richard Coffin,yes
"The Resistance | Think Like A Coder, Ep 2",yes
Why should you read Dante’s “Divine Comedy”? - Sheila Marie Orfano,yes
Are we living in a simulation? - Zohreh Davoudi,yes
The first and last king of Haiti - Marlene Daut,yes
"""For Estefani"" poem by Aracelis Girmay",yes
Ugly History: Japanese American incarceration camps - Densho,yes
"The Prison Break | Think Like A Coder, Ep 1",yes
Einstein's twin paradox explained - Amber Stuver,yes
Why should you read “The God of Small Things” by Arundhati Roy? - Laura Wright,yes
The myth of the Sampo— an infinite source of fortune and greed - Hanna-Ilona Härmävaara,yes
Think Like a Coder | Teaser Trailer,yes
What makes neon signs glow? A 360° animation - Michael Lipman,yes
A day in the life of a Celtic Druid - Philip Freeman,yes
Can you solve the secret sauce riddle? - Alex Gendler,yes
A brief history of chess - Alex Gendler,yes
Why should you read “Midnight’s Children”? - Iseult Gillespie,yes
"""Ode to the Only Black Kid in the Class"" poem by Clint Smith",yes
The dust bunnies that built our planet - Lorin Swint Matthews,yes
The secret student resistance to Hitler - Iseult Gillespie,yes
The rise and fall of the Mongol Empire - Anne F. Broadbridge,yes
The myth of Jason and the Argonauts - Iseult Gillespie,yes
The mysterious origins of life on Earth - Luka Seamus Wright,yes
A day in the life of a Cossack warrior - Alex Gendler,yes
Why should you read “Kafka on the Shore”? - Iseult Gillespie,yes
Can you solve the multiverse rescue mission riddle? - Dan Finkel,yes
The high-stakes race to make quantum computers work - Chiara Decaroli,yes
How do viruses jump from animals to humans? - Ben Longdon,yes
From pacifist to spy: WWII’s surprising secret agent - Shrabani Basu,yes
The murder of ancient Alexandria's greatest scholar - Soraya Field Fiorio,yes
How turtle shells evolved... twice - Judy Cebra Thomas,yes
A brief history of cannibalism - Bill Schutt,yes
Romance and revolution: The poetry of Pablo Neruda - Ilan Stavans,yes
Ancient Rome’s most notorious doctor - Ramon Glazov,yes
Can you solve the dark matter fuel riddle? - Dan Finkel,yes
Infinity according to Jorge Luis Borges - Ilan Stavans,yes
The most common STI in the world - Emma Bryce,yes
"""New Colossus"" by Emma Lazarus",yes
The secret language of trees - Camille Defrenne and Suzanne Simard,yes
What makes tuberculosis (TB) the world's most infectious killer? - Melvin Sanicas,yes
"Why should you read ""Hamlet""? - Iseult Gillespie",yes
The Romans flooded the Colosseum for sea battles - Janelle Peters,yes
There may be extraterrestrial life in our solar system - Augusto Carballido,yes
How do crystals work? - Graham Baird,yes
Your body vs. implants - Kaitlyn Sadtler,yes
Underwater farms vs. climate change - Ayana Elizabeth Johnson and Megan Davis,yes
Ugly History: Witch Hunts - Brian A. Pavlac,yes
How close are we to eradicating HIV? - Philip A. Chan,yes
This one weird trick will help you spot clickbait - Jeff Leek & Lucy McGowan,yes
You are more transparent than you think - Sajan Saini,yes
The Opposites Game,yes
Why should you read “The Master and Margarita”? - Alex Gendler,yes
The lovable (and lethal) sea lion - Claire Simeone,yes
The Chinese myth of the meddling monk - Shunan Teng,yes
Can you spot the problem with these headlines? (Level 1) - Jeff Leek & Lucy McGowan,yes
The mysterious science of pain - Joshua W. Pate,yes
Can a black hole be destroyed? - Fabio Pacucci,yes
Why should you read “Crime and Punishment”? - Alex Gendler,yes
How do self-driving cars “see”? - Sajan Saini,yes
The Aztec myth of the unlikeliest sun god - Kay Almere Read,yes
The Chinese myth of the immortal white snake - Shunan Teng,yes
How this disease changes the shape of your cells - Amber M. Yates,yes
"""Accents"" by Denice Frohman",yes
Why is this painting so shocking? - Iseult Gillespie,yes
How does the stock market work? - Oliver Elfenbaum,yes
Can you solve the cuddly duddly fuddly wuddly riddle? - Dan Finkel,yes
Titan of terror: the dark imagination of H.P. Lovecraft - Silvia Moreno-García,yes
The hidden network that makes the internet possible - Sajan Saini,yes
The surprising reason our muscles get tired - Christian Moro,yes
What is a butt tuba and why is it in medieval art? - Michelle Brown,yes
Turbulence: One of the great unsolved mysteries of physics - Tomás Chor,yes
The wild world of carnivorous plants - Kenny Coogan,yes
How to biohack your cells to fight cancer - Greg Foot,yes
Why are earthquakes so hard to predict? - Jean-Baptiste P. Koehl,yes
How to grow a glacier - M Jackson,yes
How to spot a pyramid scheme - Stacie Bosley,yes
"""First Kiss"" by Tim Seibles",yes
Frida Kahlo: The woman behind the legend - Iseult Gillespie,yes
A brief history of dogs - David Ian Howe,yes
What “Machiavellian” really means - Pazit Cahlon and Alex Gendler,yes
The wicked wit of Jane Austen - Iseult Gillespie,yes
Using radioactive drugs to see inside your body - Pedro Brugarolas,yes
Can you solve the unstoppable blob riddle? - Dan Finkel,yes
How tall can a tree grow? - Valentin Hammoudi,yes
Harvey Milk's radical vision of equality - Lillian Faderman,yes
The physics of surfing - Nick Pizzo,yes
Why should you read Sylvia Plath? - Iseult Gillespie,yes
How does the Rorschach inkblot test work? - Damion Searls,yes
The historic women’s suffrage march on Washington - Michelle Mehrtens,yes
The chaotic brilliance of artist Jean-Michel Basquiat - Jordana Moore Saggese,yes
Can you solve the jail break riddle? - Dan Finkel,yes
Why should you read sci-fi superstar Octavia E. Butler? - Ayana Jamieson and Moya Bailey,yes
An unsung hero of the civil rights movement - Christina Greer,yes
Three ways the universe could end - Venus Keus,yes
The sexual deception of orchids - Anne Gaskett,yes
Notes of a native son: The world according to James Baldwin - Christina Greer,yes
What is consciousness? - Michael S. A. Graziano,yes
Will there ever be a mile-high skyscraper? - Stefan Al,yes
Why should you read Shakespeare’s “The Tempest”? - Iseult Gillespie,yes
How one journalist risked her life to hold murderers accountable - Christina Greer,yes
"""The Nutritionist"" by Andrea Gibson",yes
"""The Second Coming"" by William Butler Yeats",yes
"""All the World's a Stage"" by William Shakespeare",yes
"""Three Months After"" by Cristin O'Keefe Aptowicz",yes
"""The Road Not Taken"" by Robert Frost",yes
"""To Make Use of Water"" by Safia Elhillo",yes
How do ocean currents work? - Jennifer Verduin,yes
Why should you read Flannery O’Connor? - Iseult Gillespie,yes
Can you solve the vampire hunter riddle? - Dan Finkel,yes
How CRISPR lets you edit DNA - Andrea M. Henle,yes
Why should you read “Fahrenheit 451”? - Iseult Gillespie,yes
A day in the life of a Mongolian queen - Anne F. Broadbridge,yes
The myth of Pandora’s box - Iseult Gillespie,yes
The truth about electroconvulsive therapy (ECT) - Helen M. Farrell,yes
Can you solve the multiplying rabbits riddle? - Alex Gendler,yes
Can you survive nuclear fallout? - Brooke Buddemeier and Jessica S. Wieder,yes
How Thor got his hammer - Scott A. Mellor,yes
The history of the world according to cats - Eva-Maria Geigl,yes
Can you solve the troll’s paradox riddle? - Dan Finkel,yes
The sneakiest tricksters of the animal kingdom - Eldridge Adams,yes
